order,url,name,description,star
1649851681-1805,https://github.com/search?l=Java&o=desc&p=97&q=in%3Adescription+microservice&s=stars&type=Repositories,unterstein/microservices-logging-talk,Logging in the era of microservices,4
1649851919-2623,https://github.com/search?l=Java&o=desc&p=15&q=in%3Adescription+microservice&s=stars&type=Repositories,PacktPublishing/Microservices-with-Spring-Boot-and-Spring-Cloud-2E,"Microservices-with-Spring-Boot-and-Spring-Cloud-2E, Published by Packt",87
1649851862-2427,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservice&s=stars&type=Repositories,qn-ng/microcalc,"A minimal, polyglot, microservice-oriented calculator",22
1649851922-2637,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+microservice&s=stars&type=Repositories,Microservice-API-Patterns/LakesideMutual,"Example Application for Microservice API Patterns (MAP) and other patterns (DDD, PoEAA, EIP)",90
1649851893-2535,https://github.com/search?l=Java&o=desc&p=24&q=in%3Adescription+microservice&s=stars&type=Repositories,xujiahaha/food-delivery-app,Spring Boot application based on microservices architecture.,38
1649851862-2422,https://github.com/search?l=Java&o=desc&p=35&q=in%3Adescription+microservice&s=stars&type=Repositories,linfujian/microservice-sc-v1.0,this is a microservice platform based on spring cloud,22
1649851950-2737,https://github.com/search?l=Java&o=desc&p=4&q=in%3Adescription+microservice&s=stars&type=Repositories,benwilcock/cqrs-microservice-sampler,"A Java Microservice & CQRS Demo using Spring Boot, Axon & Docker",623
1649851857-2402,https://github.com/search?l=Java&o=desc&p=37&q=in%3Adescription+microservice&s=stars&type=Repositories,jonashackt/spring-rabbitmq-messaging-microservices,Example project showing how to build a scalable microservice architecture using Spring Boot & RabbitMQ,20
1649851727-1969,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+microservice&s=stars&type=Repositories,Denuwanhh/grpc-springboot-demo,Spring-boot microservice solution which contains a Netflix-Eureka discovery server and two microservice in Employee &…,5
1649851751-2048,https://github.com/search?l=Java&o=desc&p=73&q=in%3Adescription+microservice&s=stars&type=Repositories,AdamBien/microservices-on-openshift,Samples for the Microservice on Openshift Screencast,6
1649851798-2209,https://github.com/search?l=Java&o=desc&p=57&q=in%3Adescription+microservice&s=stars&type=Repositories,lreimer/building-javaee-microservices,Showcase and demo repository for building microservices with Java EE and Microprofile APIs,10
1649851928-2659,https://github.com/search?l=Java&o=desc&p=12&q=in%3Adescription+microservice&s=stars&type=Repositories,wmr513/caching,Source code from my microservices caching session at NFJS,111
1649851891-2524,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-micronaut-microservices,sample micronaut application illustrates using basic microservices patterns like distributed configuration and servic…,36
1649851748-2039,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+microservice&s=stars&type=Repositories,wallaceroque/microservices-spring-cloud-elk,Project based on project https://github.com/piomin/sample-spring-microservices/tree/logstash for test microservices e…,6
1649851783-2153,https://github.com/search?l=Java&o=desc&p=62&q=in%3Adescription+microservice&s=stars&type=Repositories,rcandidosilva/reactive-microservices,Reactive Microservices,8
1649851817-2263,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+microservice&s=stars&type=Repositories,michalzeman/spring-reactive-microservices,"spring-boot microservice example based on Spring Webflux, Apache Kafka, MongoDB, Docker",12
1649851893-2534,https://github.com/search?l=Java&o=desc&p=24&q=in%3Adescription+microservice&s=stars&type=Repositories,in28minutes/spring-complete-career-path,", Validation Bootstrap to style the page Spring Security Exception Handling Level 2 (coming soon) will cover Rest API…",39
1649851765-2093,https://github.com/search?l=Java&o=desc&p=68&q=in%3Adescription+microservice&s=stars&type=Repositories,hantsy/spring-reactive-microservice-sample,Spring Microservice Demo built with Spring 5 newly introduced Reactive stack,7
1649851673-1770,https://github.com/search?l=Java&o=desc&p=100&q=in%3Adescription+microservice&s=stars&type=Repositories,diabolicallabs/vertx-process-manager,Integrate business processes with microservices on Eclipse Vert.x,4
1649851805-2220,https://github.com/search?l=Java&o=desc&p=55&q=in%3Adescription+microservice&s=stars&type=Repositories,rahulkatte83/microservices-with-aws,Microservices implementation using Spring cloud Netflix components and deploying the services on AWS ECS cluster usin…,11
1649851848-2374,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+microservice&s=stars&type=Repositories,muoncore/muon-java,Muon Core for the JVM. APIs and Microservices taken to the next level,18
1649851859-2411,https://github.com/search?l=Java&o=desc&p=36&q=in%3Adescription+microservice&s=stars&type=Repositories,williewheeler/otel-demo,OpenTelemetry demo involving multiple microservices and Jaeger tracing,21
1649851790-2179,https://github.com/search?l=Java&o=desc&p=60&q=in%3Adescription+microservice&s=stars&type=Repositories,sysunite/excel-microservice,Excel spreadsheet reading/writing microservice using JSON objects over HTTP,9
1649851748-2037,https://github.com/search?l=Java&o=desc&p=74&q=in%3Adescription+microservice&s=stars&type=Repositories,Book-Microservices-v2/chapter08b,Learn Microservices with Spring Boot (2nd edition) - Chapter 8 - 2/4,6
1649851817-2261,https://github.com/search?l=Java&o=desc&p=51&q=in%3Adescription+microservice&s=stars&type=Repositories,nebrass/playing-with-java-microservices-monolith-example,Monolith sample code for the book/course Playing with Java Microservices on Kubernetes and OpenShift,12
1649851944-2716,https://github.com/search?l=Java&o=desc&p=6&q=in%3Adescription+microservice&s=stars&type=Repositories,oktadev/java-microservices-examples,"Java Microservices: Spring Boot, Spring Cloud, JHipster, Spring Cloud Config, and Spring Cloud Gateway",385
1649851899-2554,https://github.com/search?l=Java&o=desc&p=22&q=in%3Adescription+microservice&s=stars&type=Repositories,Hyperfoil/Hyperfoil,Microservice-oriented load driver,44
1649851751-2047,https://github.com/search?l=Java&o=desc&p=73&q=in%3Adescription+microservice&s=stars&type=Repositories,alb3rtobr/tfm_swcraftsmanship,Microservices app development with Spring Cloud Kubernetes,6
1649851801-2211,https://github.com/search?l=Java&o=desc&p=56&q=in%3Adescription+microservice&s=stars&type=Repositories,unlogicaldev/slime,microservice with queue,10
1649851842-2358,https://github.com/search?l=Java&o=desc&p=42&q=in%3Adescription+microservice&s=stars&type=Repositories,ewolff/microservice-consul-dns,"Microservices Demo. Uses Consul as DNS server, registration is automated using Registrator",16
1649851798-2208,https://github.com/search?l=Java&o=desc&p=57&q=in%3Adescription+microservice&s=stars&type=Repositories,azzazzel/modular-dukes-forest,The demo from "Microservices and Modularity or the difference between treatment and cure" talk!,10
1649851715-1921,https://github.com/search?l=Java&o=desc&p=85&q=in%3Adescription+microservice&s=stars&type=Repositories,wuyao1994/aaron,Spring Cloud reference application for building an site as microservices,5
1649851925-2641,https://github.com/search?l=Java&o=desc&p=13&q=in%3Adescription+microservice&s=stars&type=Repositories,SimCoderYoutube/SnapchatClone,"app, but you'll be able to put what you learn into your very own projects! In this series, we use Android Native wit…",110
1649851848-2378,https://github.com/search?l=Java&o=desc&p=40&q=in%3Adescription+microservice&s=stars&type=Repositories,abhirockzz/docker-kafka-streams,Kafka streams microservice on Docker,17
1649851876-2476,https://github.com/search?l=Java&o=desc&p=30&q=in%3Adescription+microservice&s=stars&type=Repositories,LiveRamp/captain,"distributed, light-weight java workflow engine for a microservice architecture",27
1649851865-2432,https://github.com/search?l=Java&o=desc&p=34&q=in%3Adescription+microservice&s=stars&type=Repositories,stelligent/microservice-exemplar,Sample microservice built with Spring Boot to manage bananas. ?,23
1649851911-2598,https://github.com/search?l=Java&o=desc&p=18&q=in%3Adescription+microservice&s=stars&type=Repositories,jeffreyscarpenter/reservation-service,"Sample microservice implementation based on reservation data model from Cassandra: The Definitive Guide, 2nd/3rd Ed",57
1649851922-2636,https://github.com/search?l=Java&o=desc&p=14&q=in%3Adescription+microservice&s=stars&type=Repositories,mstine/microservices-pact,Spring Boot Microservices + Pact-JVM,90
1649851839-2343,https://github.com/search?l=Java&o=desc&p=43&q=in%3Adescription+microservice&s=stars&type=Repositories,scalecube/scalecube-gateway,Scalecube API Gateway is the single entry point for service consumers. handles incoming requests and proxy/route to t…,16
1649851896-2547,https://github.com/search?l=Java&o=desc&p=23&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-spring-cloud-microservices-future,"sample microservices illustrating usage of non netflix spring cloud components spring cloud loadbalancer, spring clou…",41
1649851876-2470,https://github.com/search?l=Java&o=desc&p=30&q=in%3Adescription+microservice&s=stars&type=Repositories,m-reza-rahman/pragmatic-microservices-lab,Hands-on lab demonstrating how to create pragmatic microservices with Java EE and MicroProfile,28
1649851885-2506,https://github.com/search?l=Java&o=desc&p=27&q=in%3Adescription+microservice&s=stars&type=Repositories,wuyichen24/microservices-patterns,The source code of the book "Microservices Patterns (Chris Richardson)" and the personal study note of Eventuate Tram…,32
1649851707-1897,https://github.com/search?l=Java&o=desc&p=88&q=in%3Adescription+microservice&s=stars&type=Repositories,nrsina/outbox-pattern-debezium,"Reliable Messaging in Microservices - Implementing Outbox Pattern using Kafka, Debezium, Micronaut, and Oracle Databa…",5
1649851687-1829,https://github.com/search?l=Java&o=desc&p=95&q=in%3Adescription+microservice&s=stars&type=Repositories,okteto/spring-microservices,Spring Boot Microservices demo,4
1649851939-2692,https://github.com/search?l=Java&o=desc&p=8&q=in%3Adescription+microservice&s=stars&type=Repositories,IBM/microservices-traffic-management-using-istio,"Istio is an open platform that provides a uniform way to connect, manage, and secure microservices. In this code we s…",268
1649851836-2339,https://github.com/search?l=Java&o=desc&p=44&q=in%3Adescription+microservice&s=stars&type=Repositories,bipingupta/Microservices-Demo,"Microservices demo using Spring Boot, Spring Cloud, Spring Config Spring CLoud Bus, Netflix Eureka, Feign, Hystrix, Z…",15
1649851768-2102,https://github.com/search?l=Java&o=desc&p=67&q=in%3Adescription+microservice&s=stars&type=Repositories,rcrespop/helloWorldEureka,example about building microservices with Spring Boot and Eureka,7
1649851684-1813,https://github.com/search?l=Java&o=desc&p=96&q=in%3Adescription+microservice&s=stars&type=Repositories,hgs-study/MSA,SpringCloud? ??? Microservice-Architecture ??,4
1649851795-2190,https://github.com/search?l=Java&o=desc&p=58&q=in%3Adescription+microservice&s=stars&type=Repositories,OpenLiberty/guide-kubernetes-microprofile-config,A guide on how to externalize configuration using MicroProfile Config and configure your microservices using Kubernet…,10
1649851956-2751,https://github.com/search?l=Java&o=desc&p=2&q=in%3Adescription+microservice&s=stars&type=Repositories,camunda/zeebe,Distributed Workflow Engine for Microservices Orchestration,2.3k
1649851874-2460,https://github.com/search?l=Java&o=desc&p=31&q=in%3Adescription+microservice&s=stars&type=Repositories,ewolff/microservice-atom,Demo to show how Atom can be used for communication between microservices,27
1649851795-2192,https://github.com/search?l=Java&o=desc&p=58&q=in%3Adescription+microservice&s=stars&type=Repositories,prady-b/microservices,PoC application for Microservice Architecture Pattern,10
1649851741-2011,https://github.com/search?l=Java&o=desc&p=76&q=in%3Adescription+microservice&s=stars&type=Repositories,sdoxsee/merry-microservices,Merry Microservices,6
1649851727-1968,https://github.com/search?l=Java&o=desc&p=81&q=in%3Adescription+microservice&s=stars&type=Repositories,andres-sacco/manning-twa-api,This repository contains all the microservices of the flight's team,5
1649851831-2317,https://github.com/search?l=Java&o=desc&p=46&q=in%3Adescription+microservice&s=stars&type=Repositories,piomin/sample-spring-cloud-security,Demo project illustrating how to configure security for Spring Boot microservices,14
1649851704-1888,https://github.com/search?l=Java&o=desc&p=89&q=in%3Adescription+microservice&s=stars&type=Repositories,BlueJnr/wire-transfer-service,"This microservice was developed with Spring Boot to process wire transfers, verifying the current state in the H2 in-…",5
1649851891-2525,https://github.com/search?l=Java&o=desc&p=25&q=in%3Adescription+microservice&s=stars&type=Repositories,yunTerry/spring-cloud-netflix,Spring Cloud Netflix Distributed Microservice,35
